pgn,game_id,ply,side,san,best_san,loss_cp,class,accuracy
STOCKFISH_vs_PUTC.pgn,137,6,W,Nc3,Nf3,9,ok,95.7
STOCKFISH_vs_PUTC.pgn,137,7,B,c5,Nf6,44,ok,82.0
STOCKFISH_vs_PUTC.pgn,137,8,W,Ra4,Nf3,65,inaccuracy,75.5
STOCKFISH_vs_PUTC.pgn,137,9,B,c4,d5,149,mistake,57.3
STOCKFISH_vs_PUTC.pgn,137,10,W,d4,Bxc4,83,inaccuracy,70.7
STOCKFISH_vs_PUTC.pgn,137,11,B,Kf8,d5,188,mistake,51.5
STOCKFISH_vs_PUTC.pgn,137,12,W,h4,d5,138,mistake,59.2
STOCKFISH_vs_PUTC.pgn,137,13,B,Qc7,d5,149,mistake,57.3
STOCKFISH_vs_PUTC.pgn,137,14,W,Rxc4,Bxc4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,137,15,B,Qh2,Qd8,748,blunder,21.1
STOCKFISH_vs_PUTC.pgn,137,16,W,Rxc8+,Rxc8+,19,ok,91.3
STOCKFISH_vs_PUTC.pgn,137,17,B,Kg7,Kg7,10,ok,95.2
STOCKFISH_vs_PUTC.pgn,137,18,W,Rxh2,Rxh2,32,ok,86.2
STOCKFISH_vs_PUTC.pgn,137,19,B,Nc6,Nf6,12,ok,94.3
STOCKFISH_vs_PUTC.pgn,137,20,W,Rxa8,Rxa8,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,138,0,W,c3,e4,36,ok,84.7
STOCKFISH_vs_PUTC.pgn,138,1,B,b5,e5,84,inaccuracy,70.4
STOCKFISH_vs_PUTC.pgn,138,2,W,d4,e4,5,ok,97.6
STOCKFISH_vs_PUTC.pgn,138,3,B,g6,Bb7,87,inaccuracy,69.7
STOCKFISH_vs_PUTC.pgn,138,4,W,e4,e4,45,ok,81.6
STOCKFISH_vs_PUTC.pgn,138,5,B,c5,Bb7,106,mistake,65.4
STOCKFISH_vs_PUTC.pgn,138,6,W,h4,Nf3,106,mistake,65.4
STOCKFISH_vs_PUTC.pgn,138,7,B,f6,cxd4,155,mistake,56.3
STOCKFISH_vs_PUTC.pgn,138,8,W,dxc5,d5,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,138,9,B,Kf7,Bb7,117,mistake,63.1
STOCKFISH_vs_PUTC.pgn,138,10,W,Qb3+,Qd5+,168,mistake,54.3
STOCKFISH_vs_PUTC.pgn,138,11,B,Kg7,e6,40,ok,83.3
STOCKFISH_vs_PUTC.pgn,138,12,W,Bxb5,Nf3,11,ok,94.8
STOCKFISH_vs_PUTC.pgn,138,13,B,Nh6,Bb7,215,blunder,48.2
STOCKFISH_vs_PUTC.pgn,138,14,W,Qc4,Qd5,59,inaccuracy,77.2
STOCKFISH_vs_PUTC.pgn,138,15,B,Qe8,a6,80,inaccuracy,71.4
STOCKFISH_vs_PUTC.pgn,138,16,W,Qd5,Bxh6+,67,inaccuracy,74.9
STOCKFISH_vs_PUTC.pgn,138,17,B,Qd8,Nc6,182,mistake,52.4
STOCKFISH_vs_PUTC.pgn,138,18,W,h5,Qxa8,8,ok,96.2
STOCKFISH_vs_PUTC.pgn,138,19,B,Qb6,Nf7,501,blunder,28.5
STOCKFISH_vs_PUTC.pgn,138,20,W,hxg6,cxb6,260,blunder,43.5
STOCKFISH_vs_PUTC.pgn,138,21,B,Bb7,Qe6,99269,blunder,0.2
STOCKFISH_vs_PUTC.pgn,138,22,W,Bxh6+,Bxh6+,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,138,23,B,Kxg6,Kxg6,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,138,24,W,Qh5#,Qh5#,200000,blunder,0.1
STOCKFISH_vs_PUTC.pgn,139,0,W,c4,e4,20,ok,90.9
STOCKFISH_vs_PUTC.pgn,139,1,B,c6,e5,29,ok,87.3
STOCKFISH_vs_PUTC.pgn,139,2,W,d4,e4,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,139,3,B,a6,d5,29,ok,87.3
STOCKFISH_vs_PUTC.pgn,139,4,W,e3,e4,32,ok,86.2
STOCKFISH_vs_PUTC.pgn,139,5,B,Qb6,d5,57,inaccuracy,77.8
STOCKFISH_vs_PUTC.pgn,139,6,W,e4,Nc3,46,ok,81.3
STOCKFISH_vs_PUTC.pgn,139,7,B,Ra7,d6,184,mistake,52.1
STOCKFISH_vs_PUTC.pgn,139,8,W,f4,Bd3,53,inaccuracy,79.1
STOCKFISH_vs_PUTC.pgn,139,9,B,c5,d5,52,inaccuracy,79.4
STOCKFISH_vs_PUTC.pgn,139,10,W,d5,d5,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,139,11,B,Qc6,d6,511,blunder,28.1
STOCKFISH_vs_PUTC.pgn,139,12,W,dxc6,dxc6,0,ok,100.0
STOCKFISH_vs_PUTC.pgn,139,13,B,Nh6,Nxc6,71,inaccuracy,73.8
STOCKFISH_vs_PUTC.pgn,139,14,W,Qe2,Nc3,42,ok,82.6
PUTC_vs_STOCKFISH.pgn,140,0,W,f4,e4,59,inaccuracy,77.2
PUTC_vs_STOCKFISH.pgn,140,1,B,d5,Nf6,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,140,2,W,Nh3,e3,209,blunder,48.9
PUTC_vs_STOCKFISH.pgn,140,3,B,Bxh3,Bxh3,1,ok,99.5
PUTC_vs_STOCKFISH.pgn,140,4,W,Rg1,gxh3,410,blunder,32.8
PUTC_vs_STOCKFISH.pgn,140,5,B,Bf5,Bd7,80,inaccuracy,71.4
PUTC_vs_STOCKFISH.pgn,140,6,W,Rh1,e4,42,ok,82.6
PUTC_vs_STOCKFISH.pgn,140,7,B,e6,Nf6,36,ok,84.7
PUTC_vs_STOCKFISH.pgn,140,8,W,Rg1,e4,154,mistake,56.5
PUTC_vs_STOCKFISH.pgn,140,9,B,Bg4,h5,20,ok,90.9
PUTC_vs_STOCKFISH.pgn,140,10,W,Rh1,Rh1,11,ok,94.8
PUTC_vs_STOCKFISH.pgn,140,11,B,h5,h5,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,140,12,W,Rg1,Nc3,93,inaccuracy,68.3
PUTC_vs_STOCKFISH.pgn,140,13,B,Nd7,c5,79,inaccuracy,71.7
PUTC_vs_STOCKFISH.pgn,140,14,W,Rh1,d3,39,ok,83.7
PUTC_vs_STOCKFISH.pgn,140,15,B,h4,Ngf6,86,inaccuracy,69.9
PUTC_vs_STOCKFISH.pgn,140,16,W,Rg1,h3,245,blunder,44.9
PUTC_vs_STOCKFISH.pgn,140,17,B,Nh6,c6,67,inaccuracy,74.9
PUTC_vs_STOCKFISH.pgn,140,18,W,Rh1,h3,173,mistake,53.6
PUTC_vs_STOCKFISH.pgn,140,19,B,a6,h3,209,blunder,48.9
PUTC_vs_STOCKFISH.pgn,140,20,W,Rg1,h3,97,inaccuracy,67.3
PUTC_vs_STOCKFISH.pgn,140,21,B,c6,b6,95,inaccuracy,67.8
PUTC_vs_STOCKFISH.pgn,140,22,W,Rh1,h3,136,mistake,59.5
PUTC_vs_STOCKFISH.pgn,140,23,B,Be7,h3,121,mistake,62.3
PUTC_vs_STOCKFISH.pgn,140,24,W,Rg1,h3,196,mistake,50.5
PUTC_vs_STOCKFISH.pgn,140,25,B,O-O,h3,60,inaccuracy,76.9
PUTC_vs_STOCKFISH.pgn,140,26,W,Rh1,h3,137,mistake,59.3
PUTC_vs_STOCKFISH.pgn,140,27,B,d4,h3,54,inaccuracy,78.7
PUTC_vs_STOCKFISH.pgn,140,28,W,Rg1,h3,168,mistake,54.3
PUTC_vs_STOCKFISH.pgn,140,29,B,Qb6,h3,183,mistake,52.2
PUTC_vs_STOCKFISH.pgn,140,30,W,Rh1,h3,104,mistake,65.8
PUTC_vs_STOCKFISH.pgn,140,31,B,h3,Nf6,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,140,32,W,Rg1,e4,180,mistake,52.6
PUTC_vs_STOCKFISH.pgn,140,33,B,Bh4+,Bh4+,139,mistake,59.0
PUTC_vs_STOCKFISH.pgn,140,34,W,g3,g3,0,ok,100.0
PUTC_vs_STOCKFISH.pgn,140,35,B,Be7,Bf6,18,ok,91.7
PUTC_vs_STOCKFISH.pgn,140,36,W,Rg2,d3,138,mistake,59.2
